YEAR,STATE,SMOKE_EVERYDAY,SMOKE_SOME_DAYS,FORMER_SMOKER,NEVER_SMOKED,LOCATION_1
1999,Colorado,0.175,0.049,0.258,0.517,"Colorado
(38.842890000173554, -106.13314000041055)"
1999,New York,0.17,0.048,0.231,0.551,"New York
(42.82699999955048, -75.54396999981549)"
1997,Rhode Island,0.19699999999999998,0.046,0.267,0.49,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2004,Kentucky,0.23,0.045,0.204,0.521,"Kentucky
(37.645969999815804, -84.77496999996538)"
2000,Pennsylvania,0.193,0.051,0.245,0.511,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2006,Alaska,0.162,0.077,0.276,0.485,"Alaska
(64.84507999974238, -147.72205999986895)"
2010,Wisconsin,0.136,0.055,0.263,0.546,"Wisconsin
(44.39319000021851, -89.81636999977553)"
1995,Ohio,0.23600000000000002,0.022000000000000002,0.24,0.502,"Ohio
(40.06020999969189, -82.40426000019869)"
2006,Texas,0.126,0.053,0.217,0.604,"Texas
(31.82724000022597, -99.42676999973554)"
2005,Rhode Island,0.153,0.044000000000000004,0.28800000000000003,0.514,"Rhode Island
(41.70828000002217, -71.5224700001902)"
1997,New York,0.191,0.04,0.237,0.532,"New York
(42.82699999955048, -75.54396999981549)"
2000,Maine,0.207,0.031,0.299,0.46299999999999997,"Maine
(45.25423000041434, -68.9850299999344)"
2004,Maryland,0.146,0.05,0.23,0.575,"Maryland
(39.29057999976732, -76.6092600004485)"
2003,California,0.113,0.055,0.252,0.58,"California
(37.638300000444815, -120.99958999997835)"
2000,South Carolina,0.188,0.062,0.21899999999999997,0.532,"South Carolina
(33.99855000018255, -81.0452500001872)"
1997,Colorado,0.17,0.055,0.255,0.519,"Colorado
(38.842890000173554, -106.13314000041055)"
2010,Virginia,0.145,0.04,0.244,0.57,"Virginia
(37.54268000028196, -78.45789000012326)"
2005,Connecticut,0.124,0.040999999999999995,0.294,0.541,"Connecticut
(41.56265999995918, -72.6498400002157)"
2004,District of Columbia,0.125,0.084,0.192,0.599,"District of Columbia
(38.89036999987576, -77.03195999965413)"
1996,Connecticut,0.174,0.044000000000000004,0.282,0.5,"Connecticut
(41.56265999995918, -72.6498400002157)"
1996,Alaska,0.217,0.06,0.26,0.46299999999999997,"Alaska
(64.84507999974238, -147.72205999986895)"
2010,Michigan,0.135,0.054000000000000006,0.253,0.557,"Michigan
(44.661320000317914, -84.71438999959867)"
1999,Maryland,0.155,0.048,0.242,0.555,"Maryland
(39.29057999976732, -76.6092600004485)"
1995,Nevada,0.233,0.025,0.268,0.474,"Nevada
(39.49323999972637, -117.07183999971608)"
2003,Utah,0.086,0.033,0.166,0.715,"Utah
(39.36070000030492, -111.58712999994941)"
2005,Nevada,0.166,0.065,0.24,0.529,"Nevada
(39.49323999972637, -117.07183999971608)"
2006,Virginia,0.147,0.046,0.252,0.555,"Virginia
(37.54268000028196, -78.45789000012326)"
2005,North Carolina,0.171,0.055,0.23600000000000002,0.5379999999999999,"North Carolina
(35.46624999963797, -79.1593199999179)"
2008,Texas,0.11699999999999999,0.068,0.215,0.6,"Texas
(31.82724000022597, -99.42676999973554)"
2003,Indiana,0.21100000000000002,0.05,0.244,0.495,"Indiana
(39.76690999989677, -86.14996000035359)"
1997,Wyoming,0.195,0.045,0.254,0.506,"Wyoming
(43.23553999957147, -108.10982999975454)"
2001,Maryland,0.153,0.057999999999999996,0.247,0.542,"Maryland
(39.29057999976732, -76.6092600004485)"
1998,Florida,0.18,0.04,0.261,0.519,"Florida
(28.932039999846268, -81.9289599999039)"
2008,Alaska,0.151,0.064,0.284,0.5,"Alaska
(64.84507999974238, -147.72205999986895)"
1996,Alabama,0.17600000000000002,0.048,0.215,0.561,"Alabama
(32.840569999605975, -86.63186000013877)"
2001,North Carolina,0.213,0.045,0.23800000000000002,0.504,"North Carolina
(35.46624999963797, -79.1593199999179)"
1997,Washington,0.18600000000000003,0.052000000000000005,0.26899999999999996,0.493,"Washington
(47.522280000022135, -120.47001000026114)"
2001,Delaware,0.19,0.06,0.254,0.495,"Delaware
(39.00883000020451, -75.57774000040052)"
2006,Arkansas,0.188,0.048,0.251,0.512,"Arkansas
(34.748649999697875, -92.27448999971358)"
1996,Louisiana,0.21899999999999997,0.04,0.215,0.527,"Louisiana
(31.31265999975932, -92.44567999993188)"
2008,Indiana,0.19699999999999998,0.063,0.23,0.51,"Indiana
(39.76690999989677, -86.14996000035359)"
1997,Maryland,0.17600000000000002,0.028999999999999998,0.228,0.568,"Maryland
(39.29057999976732, -76.6092600004485)"
2007,Arkansas,0.17300000000000001,0.051,0.237,0.539,"Arkansas
(34.748649999697875, -92.27448999971358)"
2008,Arkansas,0.17,0.054000000000000006,0.263,0.514,"Arkansas
(34.748649999697875, -92.27448999971358)"
2009,Virginia,0.138,0.052000000000000005,0.244,0.565,"Virginia
(37.54268000028196, -78.45789000012326)"
2004,South Carolina,0.18,0.064,0.21899999999999997,0.5379999999999999,"South Carolina
(33.99855000018255, -81.0452500001872)"
2001,Nebraska,0.158,0.044000000000000004,0.223,0.574,"Nebraska
(41.6410400000961, -99.36572999973953)"
2003,Montana,0.14800000000000002,0.051,0.284,0.516,"Montana
(47.06653000015956, -109.42441999998289)"
1996,Maine,0.226,0.027999999999999997,0.278,0.469,"Maine
(45.25423000041434, -68.9850299999344)"
1996,Tennessee,0.25,0.028999999999999998,0.19899999999999998,0.522,"Tennessee
(35.68094000038087, -85.77449000011325)"
1997,New Jersey,0.166,0.047,0.262,0.524,"New Jersey
(40.13056999960594, -74.2736899996936)"
1999,Iowa,0.18899999999999997,0.046,0.24600000000000002,0.519,"Iowa
(42.469390000048634, -93.81649000001335)"
1997,Arkansas,0.248,0.037000000000000005,0.20199999999999999,0.514,"Arkansas
(34.748649999697875, -92.27448999971358)"
1998,Rhode Island,0.182,0.044000000000000004,0.29,0.484,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2008,Maryland,0.106,0.043,0.242,0.609,"Maryland
(39.29057999976732, -76.6092600004485)"
2010,Ohio,0.171,0.054000000000000006,0.24600000000000002,0.529,"Ohio
(40.06020999969189, -82.40426000019869)"
2007,Rhode Island,0.11800000000000001,0.052000000000000005,0.284,0.546,"Rhode Island
(41.70828000002217, -71.5224700001902)"
1995,Indiana,0.243,0.027000000000000003,0.23,0.5,"Indiana
(39.76690999989677, -86.14996000035359)"
2007,Oklahoma,0.2,0.057999999999999996,0.23199999999999998,0.51,"Oklahoma
(35.4720099999617, -97.52034999975251)"
1999,Rhode Island,0.17800000000000002,0.044000000000000004,0.256,0.522,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2009,Hawaii,0.10400000000000001,0.05,0.26899999999999996,0.5770000000000001,"Hawaii
(21.304850000427336, -157.85774999956269)"
2005,Washington,0.125,0.05,0.273,0.551,"Washington
(47.522280000022135, -120.47001000026114)"
2003,Maryland,0.152,0.049,0.237,0.562,"Maryland
(39.29057999976732, -76.6092600004485)"
2000,Nevada,0.22,0.071,0.267,0.44299999999999995,"Nevada
(39.49323999972637, -117.07183999971608)"
2001,New Jersey,0.15,0.061,0.262,0.527,"New Jersey
(40.13056999960594, -74.2736899996936)"
1995,North Dakota,0.201,0.025,0.242,0.532,"North Dakota
(47.475320000018144, -100.11841999998285)"
2006,Michigan,0.165,0.057999999999999996,0.254,0.522,"Michigan
(44.661320000317914, -84.71438999959867)"
2006,Wyoming,0.16399999999999998,0.052000000000000005,0.249,0.535,"Wyoming
(43.23553999957147, -108.10982999975454)"
2001,Alabama,0.174,0.065,0.23399999999999999,0.528,"Alabama
(32.840569999605975, -86.63186000013877)"
2003,Pennsylvania,0.20199999999999999,0.053,0.252,0.494,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2004,Vermont,0.15,0.05,0.306,0.494,"Vermont
(43.625379999687425, -72.51764000028561)"
2004,Rhode Island,0.158,0.055,0.28800000000000003,0.499,"Rhode Island
(41.70828000002217, -71.5224700001902)"
1995,Georgia,0.184,0.019,0.18100000000000002,0.616,"Georgia
(32.83967999993223, -83.62758000031658)"
2005,Illinois,0.142,0.057,0.24,0.561,"Illinois
(40.485010000411364, -88.99770999971656)"
1995,Montana,0.18899999999999997,0.022000000000000002,0.292,0.498,"Montana
(47.06653000015956, -109.42441999998289)"
2004,Wisconsin,0.165,0.054000000000000006,0.243,0.5379999999999999,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2007,Maryland,0.115,0.055999999999999994,0.237,0.593,"Maryland
(39.29057999976732, -76.6092600004485)"
2007,Alabama,0.165,0.06,0.23199999999999998,0.5429999999999999,"Alabama
(32.840569999605975, -86.63186000013877)"
2006,Massachusetts,0.13,0.047,0.27699999999999997,0.545,"Massachusetts
(42.27687000005062, -72.08269000004333)"
2001,Oregon,0.15,0.055,0.287,0.509,"Oregon
(44.567449999917756, -120.15502999983448)"
2010,Illinois,0.115,0.054000000000000006,0.23600000000000002,0.595,"Illinois
(40.485010000411364, -88.99770999971656)"
2003,Oklahoma,0.203,0.048,0.221,0.527,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2000,New Hampshire,0.19699999999999998,0.055999999999999994,0.297,0.45,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2009,Maine,0.125,0.047,0.311,0.516,"Maine
(45.25423000041434, -68.9850299999344)"
2010,Connecticut,0.092,0.04,0.292,0.5760000000000001,"Connecticut
(41.56265999995918, -72.6498400002157)"
2003,Texas,0.156,0.065,0.21600000000000003,0.563,"Texas
(31.82724000022597, -99.42676999973554)"
2004,Illinois,0.154,0.068,0.215,0.562,"Illinois
(40.485010000411364, -88.99770999971656)"
2007,Illinois,0.13699999999999998,0.064,0.235,0.564,"Illinois
(40.485010000411364, -88.99770999971656)"
1997,Missouri,0.24600000000000002,0.04,0.21600000000000003,0.49700000000000005,"Missouri
(38.63578999960896, -92.5663000000448)"
1995,Louisiana,0.21100000000000002,0.04,0.223,0.527,"Louisiana
(31.31265999975932, -92.44567999993188)"
2002,Ohio,0.214,0.052000000000000005,0.247,0.48700000000000004,"Ohio
(40.06020999969189, -82.40426000019869)"
2006,Mississippi,0.179,0.07200000000000001,0.21100000000000002,0.5379999999999999,"Mississippi
(32.7455100000866, -89.53803000008429)"
2001,California,0.121,0.051,0.259,0.569,"California
(37.638300000444815, -120.99958999997835)"
2006,West Virginia,0.213,0.045,0.247,0.496,"West Virginia
(38.66550999958696, -80.71263999973604)"
2005,Pennsylvania,0.179,0.057,0.254,0.51,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2002,Illinois,0.17800000000000002,0.051,0.22899999999999998,0.5429999999999999,"Illinois
(40.485010000411364, -88.99770999971656)"
1998,Illinois,0.17,0.061,0.25,0.519,"Illinois
(40.485010000411364, -88.99770999971656)"
2008,Minnesota,0.121,0.055,0.271,0.5539999999999999,"Minnesota
(46.3556499998478, -94.79419999982997)"
2008,California,0.08900000000000001,0.051,0.233,0.627,"California
(37.638300000444815, -120.99958999997835)"
2009,South Dakota,0.125,0.05,0.272,0.5529999999999999,"South Dakota
(44.353130000049646, -100.37353000040906)"
2001,North Dakota,0.156,0.065,0.248,0.531,"North Dakota
(47.475320000018144, -100.11841999998285)"
2007,Alaska,0.156,0.067,0.271,0.507,"Alaska
(64.84507999974238, -147.72205999986895)"
1996,Ohio,0.257,0.027000000000000003,0.214,0.502,"Ohio
(40.06020999969189, -82.40426000019869)"
2010,Maine,0.139,0.043,0.302,0.516,"Maine
(45.25423000041434, -68.9850299999344)"
2007,South Carolina,0.162,0.057,0.25,0.531,"South Carolina
(33.99855000018255, -81.0452500001872)"
1998,New Jersey,0.152,0.039,0.264,0.545,"New Jersey
(40.13056999960594, -74.2736899996936)"
1995,Oklahoma,0.20199999999999999,0.013000000000000001,0.174,0.612,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2000,New Jersey,0.14800000000000002,0.062,0.22399999999999998,0.5660000000000001,"New Jersey
(40.13056999960594, -74.2736899996936)"
1996,Washington,0.191,0.044000000000000004,0.268,0.49700000000000005,"Washington
(47.522280000022135, -120.47001000026114)"
2007,Montana,0.14800000000000002,0.046,0.266,0.539,"Montana
(47.06653000015956, -109.42441999998289)"
2003,Alabama,0.19699999999999998,0.057,0.239,0.508,"Alabama
(32.840569999605975, -86.63186000013877)"
2005,Alabama,0.188,0.06,0.209,0.5429999999999999,"Alabama
(32.840569999605975, -86.63186000013877)"
1999,California,0.125,0.062,0.264,0.5489999999999999,"California
(37.638300000444815, -120.99958999997835)"
2007,Washington,0.122,0.046,0.262,0.57,"Washington
(47.522280000022135, -120.47001000026114)"
2001,Indiana,0.215,0.059000000000000004,0.226,0.5,"Indiana
(39.76690999989677, -86.14996000035359)"
1998,Wyoming,0.19,0.039,0.252,0.52,"Wyoming
(43.23553999957147, -108.10982999975454)"
2009,California,0.081,0.047,0.23199999999999998,0.639,"California
(37.638300000444815, -120.99958999997835)"
1996,Wyoming,0.201,0.045,0.251,0.503,"Wyoming
(43.23553999957147, -108.10982999975454)"
1999,Ohio,0.23600000000000002,0.04,0.24,0.484,"Ohio
(40.06020999969189, -82.40426000019869)"
2009,New York,0.121,0.059000000000000004,0.263,0.557,"New York
(42.82699999955048, -75.54396999981549)"
2008,Wisconsin,0.141,0.057,0.267,0.535,"Wisconsin
(44.39319000021851, -89.81636999977553)"
1995,Kentucky,0.249,0.027000000000000003,0.223,0.501,"Kentucky
(37.645969999815804, -84.77496999996538)"
1998,Hawaii,0.158,0.037000000000000005,0.261,0.544,"Hawaii
(21.304850000427336, -157.85774999956269)"
2003,Wyoming,0.198,0.048,0.262,0.491,"Wyoming
(43.23553999957147, -108.10982999975454)"
2008,Ohio,0.155,0.046,0.254,0.544,"Ohio
(40.06020999969189, -82.40426000019869)"
2002,Michigan,0.193,0.048,0.271,0.48700000000000004,"Michigan
(44.661320000317914, -84.71438999959867)"
2005,District of Columbia,0.11599999999999999,0.085,0.215,0.585,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2003,Nebraska,0.16,0.053,0.24,0.547,"Nebraska
(41.6410400000961, -99.36572999973953)"
2008,North Dakota,0.133,0.048,0.254,0.565,"North Dakota
(47.475320000018144, -100.11841999998285)"
2000,Massachusetts,0.153,0.047,0.282,0.519,"Massachusetts
(42.27687000005062, -72.08269000004333)"
2008,Wyoming,0.149,0.045,0.254,0.552,"Wyoming
(43.23553999957147, -108.10982999975454)"
1998,Nevada,0.23600000000000002,0.067,0.24,0.456,"Nevada
(39.49323999972637, -117.07183999971608)"
1997,District of Columbia,0.11800000000000001,0.07,0.158,0.654,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2010,Iowa,0.121,0.040999999999999995,0.23399999999999999,0.604,"Iowa
(42.469390000048634, -93.81649000001335)"
2006,Oregon,0.136,0.048,0.257,0.5579999999999999,"Oregon
(44.567449999917756, -120.15502999983448)"
2006,New York,0.134,0.049,0.245,0.573,"New York
(42.82699999955048, -75.54396999981549)"
1997,Alabama,0.20800000000000002,0.039,0.22,0.5329999999999999,"Alabama
(32.840569999605975, -86.63186000013877)"
1996,Kentucky,0.27899999999999997,0.038,0.23199999999999998,0.452,"Kentucky
(37.645969999815804, -84.77496999996538)"
1996,Delaware,0.21,0.033,0.268,0.49,"Delaware
(39.00883000020451, -75.57774000040052)"
1995,Nebraska,0.19399999999999998,0.024,0.257,0.525,"Nebraska
(41.6410400000961, -99.36572999973953)"
1998,North Carolina,0.205,0.042,0.23399999999999999,0.519,"North Carolina
(35.46624999963797, -79.1593199999179)"
1995,Virginia,0.187,0.027000000000000003,0.252,0.535,"Virginia
(37.54268000028196, -78.45789000012326)"
2002,Georgia,0.177,0.055999999999999994,0.22399999999999998,0.5429999999999999,"Georgia
(32.83967999993223, -83.62758000031658)"
1997,Mississippi,0.19,0.040999999999999995,0.213,0.556,"Mississippi
(32.7455100000866, -89.53803000008429)"
2003,District of Columbia,0.139,0.081,0.222,0.5579999999999999,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2006,Nebraska,0.138,0.048,0.23800000000000002,0.575,"Nebraska
(41.6410400000961, -99.36572999973953)"
1999,North Dakota,0.17,0.051,0.247,0.531,"North Dakota
(47.475320000018144, -100.11841999998285)"
2006,South Dakota,0.147,0.055999999999999994,0.248,0.5479999999999999,"South Dakota
(44.353130000049646, -100.37353000040906)"
2005,Texas,0.132,0.068,0.21,0.59,"Texas
(31.82724000022597, -99.42676999973554)"
1999,Arkansas,0.226,0.046,0.231,0.49700000000000005,"Arkansas
(34.748649999697875, -92.27448999971358)"
2008,Massachusetts,0.11699999999999999,0.044000000000000004,0.281,0.5579999999999999,"Massachusetts
(42.27687000005062, -72.08269000004333)"
1999,Indiana,0.225,0.045,0.22,0.51,"Indiana
(39.76690999989677, -86.14996000035359)"
2008,Illinois,0.151,0.062,0.23399999999999999,0.5529999999999999,"Illinois
(40.485010000411364, -88.99770999971656)"
2004,Connecticut,0.132,0.049,0.3,0.519,"Connecticut
(41.56265999995918, -72.6498400002157)"
1999,Wyoming,0.191,0.048,0.249,0.512,"Wyoming
(43.23553999957147, -108.10982999975454)"
2003,South Carolina,0.196,0.059000000000000004,0.23,0.515,"South Carolina
(33.99855000018255, -81.0452500001872)"
1998,Mississippi,0.191,0.05,0.21899999999999997,0.54,"Mississippi
(32.7455100000866, -89.53803000008429)"
1999,Tennessee,0.21899999999999997,0.028999999999999998,0.207,0.544,"Tennessee
(35.68094000038087, -85.77449000011325)"
2004,Oklahoma,0.19899999999999998,0.062,0.225,0.514,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2010,North Carolina,0.14300000000000002,0.054000000000000006,0.245,0.5579999999999999,"North Carolina
(35.46624999963797, -79.1593199999179)"
1996,Oklahoma,0.215,0.025,0.184,0.575,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2006,District of Columbia,0.106,0.073,0.221,0.6,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2005,Iowa,0.161,0.043,0.248,0.5479999999999999,"Iowa
(42.469390000048634, -93.81649000001335)"
2003,New Hampshire,0.17,0.042,0.31,0.478,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2010,Colorado,0.114,0.046,0.247,0.593,"Colorado
(38.842890000173554, -106.13314000041055)"
2007,Michigan,0.158,0.054000000000000006,0.248,0.541,"Michigan
(44.661320000317914, -84.71438999959867)"
2007,Kansas,0.13699999999999998,0.042,0.233,0.588,"Kansas
(38.34774000000118, -98.20077999969709)"
2010,Utah,0.064,0.027000000000000003,0.14300000000000002,0.7659999999999999,"Utah
(39.36070000030492, -111.58712999994941)"
2000,Missouri,0.226,0.046,0.247,0.48100000000000004,"Missouri
(38.63578999960896, -92.5663000000448)"
2003,Louisiana,0.204,0.062,0.207,0.527,"Louisiana
(31.31265999975932, -92.44567999993188)"
2009,Florida,0.128,0.043,0.276,0.5529999999999999,"Florida
(28.932039999846268, -81.9289599999039)"
1997,Connecticut,0.172,0.044000000000000004,0.29100000000000004,0.493,"Connecticut
(41.56265999995918, -72.6498400002157)"
1997,Nebraska,0.185,0.036000000000000004,0.22699999999999998,0.552,"Nebraska
(41.6410400000961, -99.36572999973953)"
1997,South Dakota,0.188,0.055999999999999994,0.258,0.499,"South Dakota
(44.353130000049646, -100.37353000040906)"
2006,Illinois,0.141,0.064,0.237,0.5579999999999999,"Illinois
(40.485010000411364, -88.99770999971656)"
2004,Arkansas,0.19399999999999998,0.062,0.247,0.498,"Arkansas
(34.748649999697875, -92.27448999971358)"
2000,Rhode Island,0.183,0.051,0.267,0.499,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2005,Colorado,0.135,0.063,0.248,0.5539999999999999,"Colorado
(38.842890000173554, -106.13314000041055)"
2002,North Carolina,0.212,0.051,0.24100000000000002,0.49700000000000005,"North Carolina
(35.46624999963797, -79.1593199999179)"
1997,Tennessee,0.237,0.033,0.213,0.517,"Tennessee
(35.68094000038087, -85.77449000011325)"
1996,New Mexico,0.16699999999999998,0.062,0.242,0.53,"New Mexico
(34.52088000011207, -106.24057999976702)"
1997,Illinois,0.17800000000000002,0.054000000000000006,0.258,0.51,"Illinois
(40.485010000411364, -88.99770999971656)"
2000,Florida,0.177,0.055,0.27399999999999997,0.494,"Florida
(28.932039999846268, -81.9289599999039)"
1995,Maine,0.222,0.025,0.272,0.48100000000000004,"Maine
(45.25423000041434, -68.9850299999344)"
2010,Tennessee,0.157,0.044000000000000004,0.22899999999999998,0.57,"Tennessee
(35.68094000038087, -85.77449000011325)"
1998,Delaware,0.207,0.037000000000000005,0.245,0.51,"Delaware
(39.00883000020451, -75.57774000040052)"
2001,Wisconsin,0.182,0.054000000000000006,0.287,0.478,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2002,Minnesota,0.162,0.055,0.268,0.514,"Minnesota
(46.3556499998478, -94.79419999982997)"
2010,Oklahoma,0.175,0.062,0.243,0.52,"Oklahoma
(35.4720099999617, -97.52034999975251)"
1998,Minnesota,0.133,0.047,0.18600000000000003,0.634,"Minnesota
(46.3556499998478, -94.79419999982997)"
2009,Alaska,0.147,0.059000000000000004,0.281,0.513,"Alaska
(64.84507999974238, -147.72205999986895)"
2000,District of Columbia,0.139,0.07,0.22,0.5710000000000001,"District of Columbia
(38.89036999987576, -77.03195999965413)"
1995,Oregon,0.185,0.032,0.284,0.499,"Oregon
(44.567449999917756, -120.15502999983448)"
2002,Colorado,0.156,0.047,0.256,0.54,"Colorado
(38.842890000173554, -106.13314000041055)"
2003,Arizona,0.154,0.055,0.262,0.53,"Arizona
(34.86596999961597, -111.76380999973156)"
1996,New York,0.192,0.04,0.237,0.531,"New York
(42.82699999955048, -75.54396999981549)"
2000,Ohio,0.21100000000000002,0.051,0.23199999999999998,0.506,"Ohio
(40.06020999969189, -82.40426000019869)"
2001,Kansas,0.16899999999999998,0.054000000000000006,0.243,0.535,"Kansas
(38.34774000000118, -98.20077999969709)"
2006,Wisconsin,0.152,0.055999999999999994,0.26,0.532,"Wisconsin
(44.39319000021851, -89.81636999977553)"
1999,Virginia,0.17,0.043,0.253,0.5329999999999999,"Virginia
(37.54268000028196, -78.45789000012326)"
2003,New Mexico,0.158,0.062,0.259,0.521,"New Mexico
(34.52088000011207, -106.24057999976702)"
2000,Arkansas,0.19899999999999998,0.052000000000000005,0.245,0.504,"Arkansas
(34.748649999697875, -92.27448999971358)"
2007,New Hampshire,0.151,0.042,0.303,0.504,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2008,Iowa,0.141,0.046,0.247,0.5660000000000001,"Iowa
(42.469390000048634, -93.81649000001335)"
2001,Kentucky,0.262,0.047,0.23600000000000002,0.455,"Kentucky
(37.645969999815804, -84.77496999996538)"
1999,Washington,0.17,0.053,0.268,0.508,"Washington
(47.522280000022135, -120.47001000026114)"
2010,Indiana,0.163,0.05,0.251,0.537,"Indiana
(39.76690999989677, -86.14996000035359)"
2010,Wyoming,0.149,0.046,0.24600000000000002,0.5589999999999999,"Wyoming
(43.23553999957147, -108.10982999975454)"
2008,Delaware,0.134,0.044000000000000004,0.285,0.537,"Delaware
(39.00883000020451, -75.57774000040052)"
2003,Connecticut,0.139,0.047,0.312,0.502,"Connecticut
(41.56265999995918, -72.6498400002157)"
2003,New Jersey,0.14,0.054000000000000006,0.263,0.5429999999999999,"New Jersey
(40.13056999960594, -74.2736899996936)"
2009,Ohio,0.156,0.047,0.258,0.5379999999999999,"Ohio
(40.06020999969189, -82.40426000019869)"
2006,Rhode Island,0.149,0.043,0.28800000000000003,0.52,"Rhode Island
(41.70828000002217, -71.5224700001902)"
1996,Pennsylvania,0.203,0.042,0.23199999999999998,0.523,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
1999,South Carolina,0.18,0.055999999999999994,0.204,0.56,"South Carolina
(33.99855000018255, -81.0452500001872)"
